tweet,linkified,linkified href,tablescraper-selected-row href,grey
4 days to go - let's get Brexit done!,https://t.co/wmr20RACTd,http://t.co/wmr20RACTd,https://twitter.com/BorisJohnson/status/1203663769634836480,"Dec 08, 2019"
Team selfie! Let’s get Brexit done 🇬🇧,https://t.co/fHKYHaZ4s1,http://t.co/fHKYHaZ4s1,https://twitter.com/BorisJohnson/status/1203653072427343874,"Dec 08, 2019"
"End the uncertainty. Avoid another hung parliament. 
#VoteConservative",https://t.co/B73arz50jU,http://t.co/B73arz50jU,https://twitter.com/BorisJohnson/status/1203651959850491908,"Dec 08, 2019"
"We can’t afford another chaotic hung parliament – with Jeremy Corbyn in charge of nothing except more arguments. 

So let’s get Brexit done. Let’s get on with the country’s priorities and unleash the potential of the whole of the UK.",,,https://twitter.com/BorisJohnson/status/1203650179628318722,"Dec 08, 2019"
RT @Conservatives: #VoteConservative on December 12 to get it done.,https://t.co/am9zRydYoW,http://t.co/am9zRydYoW,https://twitter.com/BorisJohnson/status/1203641333409300480,"Dec 08, 2019"
"RT @Conservatives: End the argument. 
Avoid another hung Parliament.

Only a Conservative majority will get it done.
#VoteConservative🗳 htt…",,,https://twitter.com/BorisJohnson/status/1203634466394165248,"Dec 08, 2019"
I want a future where Brexit is done and we’re focusing on the issues that matter to you and your family.,https://t.co/BKCb353cWE,http://t.co/BKCb353cWE,https://twitter.com/BorisJohnson/status/1203631808660656131,"Dec 08, 2019"
"RT @Conservatives: 🔵 #VoteConservative on December 12.

#BackBoris
#GetBrexitDone",https://t.co/p2Ryy8CL68,http://t.co/p2Ryy8CL68,https://twitter.com/BorisJohnson/status/1203620379375362049,"Dec 08, 2019"
"We must respect the result of the EU Referendum. 

Back me to get Brexit done by voting Conservative on December 12th.",https://t.co/ewabIOzokn,http://t.co/ewabIOzokn,https://twitter.com/BorisJohnson/status/1203616457688522752,"Dec 08, 2019"
"This week I visited a wonderful bakery in North London, where the message was clear - let’s get on with it and get Brexit done!",https://t.co/oy5DayTp1U,http://t.co/oy5DayTp1U,https://twitter.com/BorisJohnson/status/1203612512366866434,"Dec 08, 2019"
"Under my leadership, a majority Conservative government will implement an Australian style, points based immigration system.",https://t.co/ehVYxEsb7W,http://t.co/ehVYxEsb7W,https://twitter.com/BorisJohnson/status/1203607649511714816,"Dec 08, 2019"
Let's end the uncertainty and get Brexit done.,https://t.co/JsLA8EAt1P,http://t.co/JsLA8EAt1P,https://twitter.com/BorisJohnson/status/1203588775110008834,"Dec 08, 2019"
"I want us to get this thing done, so that we can get Parliament working on the issues that matter to you and your family.",https://t.co/E1wfQNNtkJ,http://t.co/E1wfQNNtkJ,https://twitter.com/BorisJohnson/status/1203390216645439488,"Dec 07, 2019"
"Today I played football with a brilliant team of 10-year-old girls - the future of women's football is bright! 

We will invest £550 million in grassroots football so more people can play this wonderful sport.",https://t.co/Q31swE3wUL,http://t.co/Q31swE3wUL,https://twitter.com/BorisJohnson/status/1203382667263303681,"Dec 07, 2019"
Together we can get Brexit done.,https://t.co/C0LuWtWd3P,http://t.co/C0LuWtWd3P,https://twitter.com/BorisJohnson/status/1203374866189164544,"Dec 07, 2019"
"This great country is the home of football. 

If we win the election next week, I will put my heart and soul behind the case for a UK and Ireland World Cup in 2030.",https://t.co/n0EGUzcFrT,http://t.co/n0EGUzcFrT,https://twitter.com/BorisJohnson/status/1203352216339435520,"Dec 07, 2019"
We’ll get there folks. Vote Conservative on December 12th and we will get Brexit done.,https://t.co/opvgHQoUow,http://t.co/opvgHQoUow,https://twitter.com/BorisJohnson/status/1203329567320150018,"Dec 07, 2019"
We have 5 days to get Brexit done and unleash Britain’s potential.,https://t.co/1kJmg89fp6,http://t.co/1kJmg89fp6,https://twitter.com/BorisJohnson/status/1203298361559769089,"Dec 07, 2019"
We’re cutting taxes for small businesses. #SmallBizSatUK #SmallBusinessSaturday,https://t.co/GC3JdHgdm9,http://t.co/GC3JdHgdm9,https://twitter.com/BorisJohnson/status/1203291566699241472,"Dec 07, 2019"
Let’s get Brexit done and get on with making this country the best place in the world to live.,https://t.co/s9msy7lQJc,http://t.co/s9msy7lQJc,https://twitter.com/BorisJohnson/status/1203283765449113600,"Dec 07, 2019"
"✔️Getting Brexit done and ending the uncertainty 
✔️Cutting business rates 
✔️A jobs tax cut

Only a majority Conservative government will support our fantastic small businesses who strengthen our economy. 

#SmallBizSatUK #SmallBusinessSaturday",https://t.co/pmooiO8NQp,http://t.co/pmooiO8NQp,https://twitter.com/BorisJohnson/status/1203275460605403137,"Dec 07, 2019"
"It's time the football World Cup came home.
 
I want it to show our national confidence as we get Brexit done: a sign to the world that whilst we are a small country, we’re a great one with a proud history and a strong future.",https://t.co/cn4jiQeHxW,http://t.co/cn4jiQeHxW,https://twitter.com/BorisJohnson/status/1203267407373975552,"Dec 07, 2019"
"We will get Brexit done and get Parliament working on your priorities: the NHS, the cost of living, 20,000 more police officers, more cash for our schools. Let’s get it done and move on. Vote Conservative on Thursday.",https://t.co/aVUh6a0hZH,http://t.co/aVUh6a0hZH,https://twitter.com/BorisJohnson/status/1203261619364495360,"Dec 07, 2019"
RT @Conservatives: Avoid another hung parliament. Vote Conservative.,https://t.co/wa2UQoKngr,http://t.co/wa2UQoKngr,https://twitter.com/BorisJohnson/status/1203247940145426432,"Dec 07, 2019"
We must respect the result of the referendum. #BBCDebate,https://t.co/vNBOLWqg7F,http://t.co/vNBOLWqg7F,https://twitter.com/BorisJohnson/status/1203063083855499265,"Dec 06, 2019"
We love our NHS. It will never be on the table for any trade negotiations. #BBCDebate,https://t.co/OVd14MEyXN,http://t.co/OVd14MEyXN,https://twitter.com/BorisJohnson/status/1203062785321701376,"Dec 06, 2019"
"As Prime Minister, I will always back our security services, our police and our troops. I will give them the funding and support they need. #BBCDebate",,,https://twitter.com/BorisJohnson/status/1203060922106949632,"Dec 06, 2019"
We will toughen up sentencing for terrorists – increasing the minimum sentence for serious offenders and ending early release completely #BBCDebate,,,https://twitter.com/BorisJohnson/status/1203059502322520066,"Dec 06, 2019"
Let's end the chaos and uncertainty. Let's get Brexit done with a one nation Conservative Government and take this country forwards. 🇬🇧 #BBCDebate,https://t.co/t2t9RPU43c,http://t.co/t2t9RPU43c,https://twitter.com/BorisJohnson/status/1203059027284045824,"Dec 06, 2019"
"RT @Conservatives: TRIPLE TAX LOCK: We will not raise the rate of income tax, VAT or National Insurance. 

Only a Conservative majority gov…",,,https://twitter.com/BorisJohnson/status/1203057608707510278,"Dec 06, 2019"
"If you work hard to provide for your family and pay your taxes, you should be able to keep a bit more of what you earn.
 
A Conservative government will keep your taxes low - not take more away. #BBCDebate",,,https://twitter.com/BorisJohnson/status/1203057308135235585,"Dec 06, 2019"
RT @Conservatives: It's #OvenReady.,https://t.co/CZXu8eX7bo,http://t.co/CZXu8eX7bo,https://twitter.com/BorisJohnson/status/1203056830026530822,"Dec 06, 2019"
"We can only invest in our great public services if we support the entrepreneurs, businesses and hardworking people who get up each day and keep our economy strong. #BBCDebate",https://t.co/75wO5QEEPH,http://t.co/75wO5QEEPH,https://twitter.com/BorisJohnson/status/1203056798145634304,"Dec 06, 2019"
I believe very passionately in our NHS - it's one of the most incredible things about this country. It will never be on the table for any trade negotiations. #BBCDebate,https://t.co/wP0YP47zJy,http://t.co/wP0YP47zJy,https://twitter.com/BorisJohnson/status/1203056021884882945,"Dec 06, 2019"
"We’re investing more in our NHS than ever before and will deliver 50,000 more nurses over the next five years #BBCDebate",https://t.co/0sjhfDX6d8,http://t.co/0sjhfDX6d8,https://twitter.com/BorisJohnson/status/1203054658819940352,"Dec 06, 2019"
"RT @Conservatives: Boris’ great new deal means we can take back control of our laws, borders and trade. It delivers a clean break from the…",,,https://twitter.com/BorisJohnson/status/1203053630359789569,"Dec 06, 2019"
"When we #GetBrexitDone, we can control immigration and introduce an Australian style, points-based immigration system #BBCDebate",https://t.co/L6ZIUP1D2e,http://t.co/L6ZIUP1D2e,https://twitter.com/BorisJohnson/status/1203053540962377730,"Dec 06, 2019"
"We got a great new deal for the UK - one that meets all the promises that were made in the referendum. But MPs voted, again, to dither and delay. That’s why we had to have this election - so we can finally #GetBrexitDone",https://t.co/sQSV0JM9YP,http://t.co/sQSV0JM9YP,https://twitter.com/BorisJohnson/status/1203052462808145922,"Dec 06, 2019"
It's time to end the uncertainty and move this country forward #BBCDebate,https://t.co/XLEvVjz3xl,http://t.co/XLEvVjz3xl,https://twitter.com/BorisJohnson/status/1203051695766474752,"Dec 06, 2019"
"Every Conservative candidate at this election is backing my Brexit deal. If we get a majority, we can finally #GetBrexitDone and get on with delivering on your priorities. #BBCDebate",https://t.co/20kvXe9jUl,http://t.co/20kvXe9jUl,https://twitter.com/BorisJohnson/status/1203051194664595457,"Dec 06, 2019"
Let's end the chaos. Let's #GetBrexitDone and take this country forward #BBCDebate,https://t.co/9KoUQmdGy7,http://t.co/9KoUQmdGy7,https://twitter.com/BorisJohnson/status/1203050367338061830,"Dec 06, 2019"
We will #GetBrexitDone and unleash the potential of this fantastic country 🇬🇧 #BBCDebate,https://t.co/Hacxrf0MSH,http://t.co/Hacxrf0MSH,https://twitter.com/BorisJohnson/status/1203049916731445248,"Dec 06, 2019"
"Folks, handing twitter over to my team. Wish me luck!",,,https://twitter.com/BorisJohnson/status/1203048437647892481,"Dec 06, 2019"
Tune in tonight.,https://t.co/zank4oDLzt,http://t.co/zank4oDLzt,https://twitter.com/BorisJohnson/status/1203033868938469376,"Dec 06, 2019"
We’ve got 6 days to get Brexit done! Let’s do it.,,,https://twitter.com/BorisJohnson/status/1203027074237247489,"Dec 06, 2019"
"Folks, we have just six days to get Brexit done and move this country forward. Together, we’ll get there.",,,https://twitter.com/BorisJohnson/status/1203018770815442945,"Dec 06, 2019"
Let’s get Brexit done and focus our hearts and minds on the priorities of the British people.,,,https://twitter.com/BorisJohnson/status/1203018769683091456,"Dec 06, 2019"
RT @Conservatives: Only a Conservative majority government will get it done. #VoteConservative,https://t.co/pPEiqNK50l,http://t.co/pPEiqNK50l,https://twitter.com/BorisJohnson/status/1203008799092748290,"Dec 06, 2019"
Let’s get this done.,https://t.co/TlvlfEcKsL,http://t.co/TlvlfEcKsL,https://twitter.com/BorisJohnson/status/1202997378699218946,"Dec 06, 2019"
"Thank you Salisbury! I really enjoyed visiting your delightful Christmas market.

6 days to go.",https://t.co/ltaV3ndYiq,http://t.co/ltaV3ndYiq,https://twitter.com/BorisJohnson/status/1202958372711960578,"Dec 06, 2019"
"RT @Conservatives: A majority Conservative government will get Brexit done so we can focus on the priorities of the British people, funding…",,,https://twitter.com/BorisJohnson/status/1202949701936570370,"Dec 06, 2019"
We can do it folks - just six days to go! #GetBrexitDone,https://t.co/AzH0npUNVS,http://t.co/AzH0npUNVS,https://twitter.com/BorisJohnson/status/1202935675244498944,"Dec 06, 2019"
"RT @Conservatives: It's time for top gear.
#VoteConservative 👍🗳",https://t.co/aStnFV6jMP,http://t.co/aStnFV6jMP,https://twitter.com/BorisJohnson/status/1202921874428252160,"Dec 06, 2019"
"We can only invest in our great public services if we support the entrepreneurs, businesses and hardworking people who get up each day to build our strong economy.",https://t.co/0X1rbZR3PO,http://t.co/0X1rbZR3PO,https://twitter.com/BorisJohnson/status/1202900993106698240,"Dec 06, 2019"
"This morning I made some ‘Get Brexit Done’ donuts at a wonderful bakery in Golders Green, North London. Thank you Grodzinski Bakery & to everyone who stopped by to say hello.",https://t.co/Ztrtvtgq4D,http://t.co/Ztrtvtgq4D,https://twitter.com/BorisJohnson/status/1202897915645235200,"Dec 06, 2019"
We need a fair and controlled Australian style points-based immigration system.,https://t.co/WvUx7gPwPs,http://t.co/WvUx7gPwPs,https://twitter.com/BorisJohnson/status/1202891683735707648,"Dec 06, 2019"
We will get Brexit done.,,,https://twitter.com/BorisJohnson/status/1202889726832889856,"Dec 06, 2019"
"RT @Conservatives: 🇬🇧 In 6 days' time you can vote to end the gridlock in Parliament, get Brexit done and unleash Britain’s potential. 

#V…",,,https://twitter.com/BorisJohnson/status/1202887864780050433,"Dec 06, 2019"
"RT @Conservatives: 🗣 @BorisJohnson: ""I want a future where Brexit is done and we’re focusing on the issues that matter to you and your fami…",,,https://twitter.com/BorisJohnson/status/1202887851320500224,"Dec 06, 2019"
Let's get Brexit done 🇬🇧,,,https://twitter.com/BorisJohnson/status/1202883628700749825,"Dec 06, 2019"
Let’s get Brexit done and deliver on the priorities of the British people.,,,https://twitter.com/BorisJohnson/status/1202847893130010624,"Dec 06, 2019"
"Under my leadership, a majority Conservative government will get Brexit done, invest more money in our public services, get tough on crime, back our Armed Forces and strengthen our economy.",,,https://twitter.com/BorisJohnson/status/1202690858375507968,"Dec 05, 2019"
I want a future where Brexit is done and we’re focusing on the issues that matter to you and your family.,https://t.co/34LN9cRYQs,http://t.co/34LN9cRYQs,https://twitter.com/BorisJohnson/status/1202680289069273088,"Dec 05, 2019"
"With a Conservative majority, we can get Brexit done.",https://t.co/NI3FhP9Vcf,http://t.co/NI3FhP9Vcf,https://twitter.com/BorisJohnson/status/1202671480900853760,"Dec 05, 2019"
We are a great country. Let’s get Brexit done and get on with delivering on the priorities of the British people.,https://t.co/PPuHV5FVSe,http://t.co/PPuHV5FVSe,https://twitter.com/BorisJohnson/status/1202644805244870656,"Dec 05, 2019"
We’ve got one week to get Brexit done and unleash Britain’s potential.,https://t.co/Jivz3kF5mp,http://t.co/Jivz3kF5mp,https://twitter.com/BorisJohnson/status/1202638010262515712,"Dec 05, 2019"
We are a great country. Let’s get Brexit done and get on with delivering on the priorities of the British people.,https://t.co/iFRBd36nPC,http://t.co/iFRBd36nPC,https://twitter.com/BorisJohnson/status/1202612341302583296,"Dec 05, 2019"
One week to go. Let’s get Brexit done.,https://t.co/madtG2roor,http://t.co/madtG2roor,https://twitter.com/BorisJohnson/status/1202607559611338752,"Dec 05, 2019"
"We'll get Brexit done, take back control of our borders and invest in our NHS, schools and police.",https://t.co/xnfBfxjlbh,http://t.co/xnfBfxjlbh,https://twitter.com/BorisJohnson/status/1202589188874391553,"Dec 05, 2019"
"Folks, every vote is going to count at this election. You can use yours to put an end to the uncertainty and to get Brexit done!",,,https://twitter.com/BorisJohnson/status/1202581890554724354,"Dec 05, 2019"
We can do this.,https://t.co/cKaKesXN8q,http://t.co/cKaKesXN8q,https://twitter.com/BorisJohnson/status/1202571210086920193,"Dec 05, 2019"
"If there’s a Conservative majority government, we can deliver the change people voted for. We can get Brexit done. We can make a decisive break with the dither and indecision of the last three and a half years. We can unleash Britain’s potential.",,,https://twitter.com/BorisJohnson/status/1202556724667924485,"Dec 05, 2019"
Thank you to Phillip and Holly at @thismorning - a good opportunity to talk more about our exciting vision for the country #GetBrexitDone,https://t.co/IoFuW1mscO,http://t.co/IoFuW1mscO,https://twitter.com/BorisJohnson/status/1202543318133092352,"Dec 05, 2019"
Back me to get Brexit done by voting Conservative on December 12th.,https://t.co/ujGXjKSixj,http://t.co/ujGXjKSixj,https://twitter.com/BorisJohnson/status/1202536592176402432,"Dec 05, 2019"
"RT @CCHQPress: We'll #GetBrexitDone so we can move on & in 1st 100 days we'll: 

✂️ Cut taxes for workers 
🏥 Enshrine in law our £34 billio…",,,https://twitter.com/BorisJohnson/status/1202526299559997440,"Dec 05, 2019"
The only way we can break the deadlock in parliament - and get Brexit done - is with a majority Conservative government.,,,https://twitter.com/BorisJohnson/status/1202519982392791040,"Dec 05, 2019"
"We live in a great country, and we can make it greater still. 

Together we’ll end the uncertainty and get Brexit done.",https://t.co/D1cNsaqY3X,http://t.co/D1cNsaqY3X,https://twitter.com/BorisJohnson/status/1202501611446128640,"Dec 05, 2019"
Let’s get Brexit done so we can focus our hearts and our minds on the priorities of the British people.,,,https://twitter.com/BorisJohnson/status/1202486512186736640,"Dec 05, 2019"
This is my pledge to you.,https://t.co/a1zY9azVmg,http://t.co/a1zY9azVmg,https://twitter.com/BorisJohnson/status/1202339795252285440,"Dec 04, 2019"
We’ve got 8 days to get Brexit done and unleash Britain’s potential.,https://t.co/maBvGg6iEU,http://t.co/maBvGg6iEU,https://twitter.com/BorisJohnson/status/1202325199162462208,"Dec 04, 2019"
"Folks, it’s time for our country to move on. 

Let’s get this done so that we can focus on the priorities of the British people: our NHS, schools and police.",https://t.co/gCRAHaQ27E,http://t.co/gCRAHaQ27E,https://twitter.com/BorisJohnson/status/1202304563530928129,"Dec 04, 2019"
"Unleashing Britain's potential! 

Thanks to the @redbullracing team for showing me how it's done.",https://t.co/wXlkluRDU6,http://t.co/wXlkluRDU6,https://twitter.com/BorisJohnson/status/1202294760125407249,"Dec 04, 2019"
We’ve got 8 days to get Brexit done and unleash Britain’s potential!,,,https://twitter.com/BorisJohnson/status/1202287198944448512,"Dec 04, 2019"
8 days to get Brexit done.,https://t.co/Pu9X74eteS,http://t.co/Pu9X74eteS,https://twitter.com/BorisJohnson/status/1202265052813889537,"Dec 04, 2019"
"✔️Getting Brexit done 
✔️50,000 more nurses 
✔️50 million more GP surgery appointments
✔️20,000 more police
✔️Tougher sentencing for criminals
✔️An Australian style, points-based immigration system
✔️Tackling climate change 
✔️Lowering your taxes 
✔️Strengthening our economy",,,https://twitter.com/BorisJohnson/status/1202255489708576769,"Dec 04, 2019"
"We’ve got the plan to get Brexit done and invest in our NHS, schools and police. 

We will get Parliament working again on the issues that matter to you.",,,https://twitter.com/BorisJohnson/status/1202233343787634688,"Dec 04, 2019"
"This week I visited the Port of Southampton, where they are looking forward to getting Brexit done.",https://t.co/rZLvi9s7KK,http://t.co/rZLvi9s7KK,https://twitter.com/BorisJohnson/status/1202218496563789824,"Dec 04, 2019"
"RT @Conservatives: The security of our nation comes first.
#VoteConservative",https://t.co/So5v180jHB,http://t.co/So5v180jHB,https://twitter.com/BorisJohnson/status/1202210332439121923,"Dec 04, 2019"
We must respect the result of the EU Referendum. #GetBrexitDone,https://t.co/IPqgMZvyVV,http://t.co/IPqgMZvyVV,https://twitter.com/BorisJohnson/status/1202203398784708608,"Dec 04, 2019"
It’s time for our country to move forward.,https://t.co/VRa3HBSAdB,http://t.co/VRa3HBSAdB,https://twitter.com/BorisJohnson/status/1202203144849113090,"Dec 04, 2019"
"RT @Conservatives: Our priorities:

🇬🇧 Get Brexit done.
💙 Invest in our NHS.
📘 More funding per pupil in schools.
👮‍♂️ 20,000 more police.…",,,https://twitter.com/BorisJohnson/status/1202202166783619072,"Dec 04, 2019"
"RT @Conservatives: ""A vote for @BorisJohnson this time around is a vote to get Brexit done""

Former Labour Minister Gisela Stuart backs Bor…",,,https://twitter.com/BorisJohnson/status/1202187478549061638,"Dec 04, 2019"
"Together we can get Brexit done. 
Vote Conservative on December 12th.",,,https://twitter.com/BorisJohnson/status/1202182005745758209,"Dec 04, 2019"
"Back me to get Brexit done. 

Vote Conservative on December 12th.",https://t.co/7FY3AS80OZ,http://t.co/7FY3AS80OZ,https://twitter.com/BorisJohnson/status/1202173197702946816,"Dec 04, 2019"
"We are a great country and we can be greater still. 

Together we can get Brexit done.",https://t.co/tlvUwDx05n,http://t.co/tlvUwDx05n,https://twitter.com/BorisJohnson/status/1202158098862862338,"Dec 04, 2019"
Let's get Brexit done.,https://t.co/JlNqw6yjGQ,http://t.co/JlNqw6yjGQ,https://twitter.com/BorisJohnson/status/1202139223630827520,"Dec 04, 2019"
"Folks, we’re having this election because Parliament simply wasn’t working - it was stuck in endless dither and delay. 

The only way we can move forward now is to get Brexit done with a majority Conservative government.",,,https://twitter.com/BorisJohnson/status/1202129660684824576,"Dec 04, 2019"
"RT @10DowningStreet: Last night the Prime Minister welcomed @NATO leaders to 10 Downing Street, as the United Kingdom hosts the NATO Heads…",,,https://twitter.com/BorisJohnson/status/1202124828280524800,"Dec 04, 2019"
We have 9 days to get Brexit done and unleash the potential of the whole UK!,,,https://twitter.com/BorisJohnson/status/1201953499761664000,"Dec 03, 2019"
"This morning I visited Entrain Space Wilton, a hub for veterans. 

We’ve introduced a new Office for Veterans Affairs to provide lifelong support to military personnel.",https://t.co/FY3tnTMgUA,http://t.co/FY3tnTMgUA,https://twitter.com/BorisJohnson/status/1201946706687881216,"Dec 03, 2019"
"I love this time of year. 

All we want for Christmas is to get Brexit done!",https://t.co/7NxYwwdYkF,http://t.co/7NxYwwdYkF,https://twitter.com/BorisJohnson/status/1201931102186692609,"Dec 03, 2019"
Thank you so much for all your support so far. 9 days to go - we can do this!,https://t.co/CN6t8k5Tou,http://t.co/CN6t8k5Tou,https://twitter.com/BorisJohnson/status/1201883790903136256,"Dec 03, 2019"
"9 days to go. 

9 seats to a majority.

Let’s get it done.",https://t.co/QR7rIPqTMi,http://t.co/QR7rIPqTMi,https://twitter.com/BorisJohnson/status/1201867684469596166,"Dec 03, 2019"
"RT @Conservatives: ⏲ Ding! Our Brexit deal is ready.

#VoteConservative",https://t.co/1FXZuwxc9H,http://t.co/1FXZuwxc9H,https://twitter.com/BorisJohnson/status/1201858839655657473,"Dec 03, 2019"
The only way for us to move forward now is to get Brexit done.,https://t.co/9hsJWinuDq,http://t.co/9hsJWinuDq,https://twitter.com/BorisJohnson/status/1201837233982099456,"Dec 03, 2019"
"Let’s do this, together.",https://t.co/jMCRnLGUZX,http://t.co/jMCRnLGUZX,https://twitter.com/BorisJohnson/status/1201810809594302464,"Dec 03, 2019"
"When we get Brexit done, we can end free movement, strengthen our border security and invest in our NHS, schools and police.",https://t.co/RZK2VlYc99,http://t.co/RZK2VlYc99,https://twitter.com/BorisJohnson/status/1201771047516688384,"Dec 03, 2019"
We will respect the result of the referendum and get Brexit done.,https://t.co/tDSpWMW4Dp,http://t.co/tDSpWMW4Dp,https://twitter.com/BorisJohnson/status/1201765546217426945,"Dec 03, 2019"
We’ll get there folks. Vote Conservative on December 12th and we will get Brexit done.,https://t.co/FexNZNdp50,http://t.co/FexNZNdp50,https://twitter.com/BorisJohnson/status/1201765007760990208,"Dec 03, 2019"
Let’s get Brexit done and get to work on the things that matter to you.,,,https://twitter.com/BorisJohnson/status/1201763749423509504,"Dec 03, 2019"
We can’t afford another chaotic hung parliament – with Jeremy Corbyn in charge of nothing except more arguments. So let’s get Brexit done. Let’s get on with the country’s priorities and unleash the potential of the whole of the UK.,,,https://twitter.com/BorisJohnson/status/1201629616244310016,"Dec 02, 2019"
"We’ve got 10 days to go. 

Let’s get Brexit done 🇬🇧",https://t.co/yYUF35hw9h,http://t.co/yYUF35hw9h,https://twitter.com/BorisJohnson/status/1201610652479045634,"Dec 02, 2019"
"This is an awful, racist attack and should be condemned by all. My heart goes out to this Rabbi and the whole Jewish community. We stand with you against all forms of antisemitism.",https://t.co/fjT5GhkTKX,http://t.co/fjT5GhkTKX,https://twitter.com/BorisJohnson/status/1201544920479260672,"Dec 02, 2019"
"Today I, alongside other leaders, attended a service at Guildhall to remember those who tragically lost their lives in the attack on Friday.",https://t.co/tBBnhyEsyl,http://t.co/tBBnhyEsyl,https://twitter.com/BorisJohnson/status/1201517263330914304,"Dec 02, 2019"
"Parliament has blocked and delayed Brexit for years. 

Now we have a chance to break the deadlock and get this thing done. Vote Conservative on December 12th.",https://t.co/EAXsjNeMXf,http://t.co/EAXsjNeMXf,https://twitter.com/BorisJohnson/status/1201502025072013314,"Dec 02, 2019"
"We’re having this election because Parliament couldn’t get anything done. A majority Conservative government will get Brexit done and take back control of our borders, so that dangerous criminals can no longer exploit free movement.",https://t.co/cYW10VCVl6,http://t.co/cYW10VCVl6,https://twitter.com/BorisJohnson/status/1201490700346351616,"Dec 02, 2019"
"We have 10 days to get this done. 

Back me to get Brexit done by voting Conservative on December 12th.",https://t.co/RsN0w3IQ56,http://t.co/RsN0w3IQ56,https://twitter.com/BorisJohnson/status/1201475349168738304,"Dec 02, 2019"
"We’re having this election because Parliament could not get anything done. It was paralysed. 

It’s time for us to take decisive action and to get Brexit done, so that we can get Parliament working again on the issues that matter to you.",,,https://twitter.com/BorisJohnson/status/1201463521818611713,"Dec 02, 2019"
"We must respect the result of the EU Referendum. 

Back me to get Brexit done by voting Conservative on December 12th.",https://t.co/lbc0Eeis1c,http://t.co/lbc0Eeis1c,https://twitter.com/BorisJohnson/status/1201442130490580992,"Dec 02, 2019"
We’ve got the plan to get Brexit done and unleash Britain’s potential.,https://t.co/icGibZ7Bpq,http://t.co/icGibZ7Bpq,https://twitter.com/BorisJohnson/status/1201437097296568320,"Dec 02, 2019"
"Let’s get Brexit done, take back control of our borders and implement an Australian style, points-based immigration system.",https://t.co/WIKraxIN8C,http://t.co/WIKraxIN8C,https://twitter.com/BorisJohnson/status/1201427034188201984,"Dec 02, 2019"
When we leave the EU we can take back control of our borders.,https://t.co/iJD9TzV9W3,http://t.co/iJD9TzV9W3,https://twitter.com/BorisJohnson/status/1201403123413245953,"Dec 02, 2019"
"RT @Conservatives: 🔟 days to #GetBrexitDone
🔟 days to Unleash Britain's Potential
🔟 days to prevent two more referendums
🔟 days to stop Jer…",,,https://twitter.com/BorisJohnson/status/1201398315893571585,"Dec 02, 2019"
RT @Conservatives: Under the leadership of @BorisJohnson we will introduce tougher sentencing for the most serious crimes. #ITVDebate https…,,,https://twitter.com/BorisJohnson/status/1201391268313600000,"Dec 02, 2019"
RT @Conservatives: Only the Conservatives can break the deadlock in Parliament and set Britain free #GetBrexitDone #ITVDebate …,https://t.co/,http://t.co/,https://twitter.com/BorisJohnson/status/1201242684213600258,"Dec 01, 2019"
"RT @Conservatives: A majority Conservative government will guarantee:

🔒 No rise to Income Tax
🔒 No rise to National Insurance 
🔒 No rise t…",,,https://twitter.com/BorisJohnson/status/1201232405887168514,"Dec 01, 2019"
RT @Conservatives: Only a Conservative majority in Parliament can get Brexit done and move this country forward. #ITVDebate …,https://t.co/in,http://t.co/in,https://twitter.com/BorisJohnson/status/1201221449912061953,"Dec 01, 2019"
"RT @Conservatives: ✔️Getting Brexit done 
✔️20,000 new police 
✔️More money for our NHS 
✔️More money for every pupil 
✔️An Australian styl…",,,https://twitter.com/BorisJohnson/status/1201215085617827842,"Dec 01, 2019"
It’s time for our country to move forward.,https://t.co/L92RwuejfW,http://t.co/L92RwuejfW,https://twitter.com/BorisJohnson/status/1201193313824583684,"Dec 01, 2019"
We will end the automatic early release system for serious and violent offenders so they serve their full term in prison.,https://t.co/FjCYXmQQUQ,http://t.co/FjCYXmQQUQ,https://twitter.com/BorisJohnson/status/1201126028481040385,"Dec 01, 2019"
"Those changes meant that although four senior judges considered that Khan was dangerous, he was to be automatically released half-way through because of Labour’s 2008 law. That is why we are determined to change this & ensure dangerous terrorists serve their full sentence (16/16)",,,https://twitter.com/BorisJohnson/status/1201074258639818752,"Dec 01, 2019"
"Nowhere in the judgment did Lord Justice Leveson suggest that Khan’s release would have been subject to the Parole Board approval. Indeed, Lord Justice Leveson did not have the power to require that because of how Labour changed the law in 2008 (15/16)",,,https://twitter.com/BorisJohnson/status/1201074257440256000,"Dec 01, 2019"
A number of people have pointed out that the judgment of the Court of Appeal makes a reference to the Parole Board. If you look at the whole quote it’s clear Lord Justice Leveson is not even talking about Khan (14/16),https://t.co/rDakd687Ch,http://t.co/rDakd687Ch,https://twitter.com/BorisJohnson/status/1201074255712137216,"Dec 01, 2019"
"Unfortunately, Khan could not be sentenced under the EDS scheme because it was not yet in force in December 2010 when he committed the offence. Had Labour not changed the law in 2008 Khan would not have been automatically released in December 2018 (13/16)",,,https://twitter.com/BorisJohnson/status/1201074248669974528,"Dec 01, 2019"
"If Khan had been sentenced under the new EDS scheme there would have been no automatic early release and he would only have been able to ask for Parole Board consideration at 2/3rds of his sentence. Under this system, he could not have been released before Mid 2021. (12/16)",,,https://twitter.com/BorisJohnson/status/1201074247550078976,"Dec 01, 2019"
